Quantity,Category,Discount,Region,Segment,Ship Mode,State,Sub-Category,Sales
3,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Storage,23.832
7,Office Supplies,0.0,West,Corporate,First Class,California,Paper,50.96
3,Office Supplies,0.2,West,Corporate,First Class,California,Binders,49.536
2,Technology,0.0,Central,Corporate,Second Class,Michigan,Accessories,41.9
3,Furniture,0.45,South,Consumer,Standard Class,Florida,Tables,375.4575
3,Technology,0.2,South,Consumer,Standard Class,Florida,Accessories,83.976
4,Technology,0.7,East,Corporate,Standard Class,Pennsylvania,Machines,482.34
1,Furniture,0.2,East,Corporate,Standard Class,Pennsylvania,Furnishings,2.96
1,Office Supplies,0.2,East,Consumer,First Class,Ohio,Art,2.624
4,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,23.36
2,Technology,0.0,East,Consumer,Standard Class,New York,Accessories,39.98
2,Technology,0.2,West,Consumer,Second Class,Washington,Phones,246.384
3,Technology,0.0,West,Consumer,Second Class,Washington,Copiers,1799.97
3,Office Supplies,0.8,Central,Corporate,Second Class,Illinois,Binders,12.462
3,Office Supplies,0.2,West,Home Office,Standard Class,Nevada,Binders,75.792
2,Office Supplies,0.0,East,Corporate,Second Class,Rhode Island,Storage,49.96
2,Office Supplies,0.0,East,Corporate,Second Class,Rhode Island,Paper,12.96
4,Office Supplies,0.0,Central,Home Office,Standard Class,Michigan,Supplies,70.12
3,Office Supplies,0.2,Central,Consumer,Second Class,Texas,Storage,35.952
4,Furniture,0.32,Central,Consumer,Second Class,Texas,Bookcases,2396.2656
4,Office Supplies,0.2,Central,Consumer,Second Class,Texas,Storage,131.136
2,Technology,0.2,Central,Consumer,Second Class,Texas,Accessories,57.584
2,Office Supplies,0.2,South,Consumer,First Class,Florida,Paper,9.568
6,Office Supplies,0.2,South,Corporate,Standard Class,North Carolina,Art,39.072
3,Office Supplies,0.0,East,Consumer,Standard Class,New York,Appliances,35.91
5,Technology,0.0,West,Consumer,Standard Class,California,Accessories,179.95
3,Technology,0.2,West,Consumer,Standard Class,California,Copiers,1199.976
5,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,27.15
7,Furniture,0.2,West,Consumer,Standard Class,California,Tables,1004.024
1,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,9.68
9,Office Supplies,0.0,West,Consumer,Standard Class,California,Labels,28.35
1,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,55.98
13,Furniture,0.15,West,Consumer,Standard Class,California,Bookcases,1336.829
2,Furniture,0.2,West,Consumer,Standard Class,California,Chairs,113.568
7,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Paper,139.86
4,Furniture,0.2,West,Corporate,Standard Class,Washington,Chairs,307.136
8,Office Supplies,0.0,West,Consumer,Standard Class,California,Art,95.92
5,Furniture,0.2,West,Consumer,Standard Class,California,Chairs,383.8
1,Office Supplies,0.0,South,Corporate,Standard Class,Kentucky,Paper,5.78
4,Office Supplies,0.0,West,Corporate,Standard Class,California,Art,9.32
1,Office Supplies,0.0,West,Corporate,Standard Class,California,Envelopes,15.25
6,Technology,0.2,West,Consumer,First Class,Colorado,Accessories,196.752
4,Furniture,0.0,East,Corporate,Standard Class,Massachusetts,Furnishings,56.56
3,Office Supplies,0.0,East,Corporate,Standard Class,Massachusetts,Storage,32.7
4,Furniture,0.0,South,Consumer,Second Class,Mississippi,Chairs,866.4
2,Furniture,0.0,Central,Corporate,Second Class,Michigan,Furnishings,28.4
8,Office Supplies,0.0,Central,Corporate,Second Class,Michigan,Binders,287.92
1,Technology,0.0,East,Home Office,First Class,New York,Machines,69.99
6,Office Supplies,0.2,Central,Corporate,Standard Class,Texas,Art,6.672
2,Office Supplies,0.7,South,Home Office,Standard Class,North Carolina,Binders,189.588
7,Technology,0.2,South,Home Office,Standard Class,North Carolina,Accessories,408.744
5,Technology,0.2,South,Home Office,Standard Class,North Carolina,Accessories,291.96
2,Office Supplies,0.2,South,Home Office,Standard Class,North Carolina,Storage,4.768
5,Office Supplies,0.0,East,Consumer,First Class,Massachusetts,Storage,714.3
2,Office Supplies,0.7,South,Consumer,Standard Class,Florida,Binders,4.812
5,Technology,0.2,South,Consumer,Standard Class,Florida,Accessories,247.8
3,Technology,0.3,Central,Home Office,Second Class,Illinois,Machines,1007.979
7,Office Supplies,0.2,Central,Home Office,Second Class,Illinois,Paper,313.488
8,Office Supplies,0.2,Central,Corporate,Standard Class,Texas,Paper,31.872
3,Furniture,0.1,East,Corporate,Second Class,New York,Chairs,207.846
1,Furniture,0.0,Central,Consumer,Second Class,Michigan,Furnishings,12.22
3,Office Supplies,0.0,Central,Consumer,Second Class,Michigan,Storage,194.94
3,Office Supplies,0.0,Central,Consumer,Second Class,Michigan,Storage,70.95
3,Furniture,0.0,Central,Consumer,Second Class,Michigan,Chairs,242.94
7,Office Supplies,0.0,Central,Consumer,Second Class,Michigan,Labels,22.05
1,Furniture,0.0,Central,Consumer,Second Class,Indiana,Furnishings,2.91
3,Office Supplies,0.0,East,Consumer,Second Class,New York,Art,59.52
3,Office Supplies,0.0,East,Consumer,Second Class,New York,Storage,161.94
6,Office Supplies,0.0,East,Consumer,Second Class,New York,Art,263.88
3,Office Supplies,0.0,East,Consumer,Second Class,New York,Art,30.48
3,Office Supplies,0.0,East,Consumer,Second Class,New York,Art,9.84
4,Technology,0.0,East,Consumer,Second Class,New York,Phones,35.12
2,Furniture,0.4,East,Corporate,Standard Class,Ohio,Tables,284.364
2,Office Supplies,0.2,East,Corporate,Standard Class,Ohio,Storage,665.408
4,Technology,0.0,Central,Corporate,Standard Class,Oklahoma,Accessories,63.88
2,Furniture,0.2,West,Consumer,Standard Class,California,Chairs,129.568
3,Furniture,0.3,Central,Consumer,Standard Class,Illinois,Chairs,747.558
2,Office Supplies,0.2,Central,Consumer,Standard Class,Illinois,Envelopes,8.928
4,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Appliances,103.92
9,Technology,0.0,West,Consumer,Standard Class,Washington,Accessories,899.91
3,Office Supplies,0.2,West,Consumer,Standard Class,Washington,Binders,51.312
5,Furniture,0.2,West,Home Office,Standard Class,Arizona,Furnishings,23.56
6,Furniture,0.5,West,Home Office,Standard Class,Arizona,Tables,1272.63
5,Office Supplies,0.7,West,Home Office,Standard Class,Arizona,Binders,28.485
2,Office Supplies,0.2,West,Home Office,Standard Class,Arizona,Supplies,185.376
2,Office Supplies,0.2,West,Home Office,Standard Class,Arizona,Appliances,78.272
7,Furniture,0.6,Central,Home Office,Standard Class,Illinois,Furnishings,254.744
2,Furniture,0.32,Central,Corporate,Standard Class,Texas,Bookcases,205.3328
3,Office Supplies,0.8,Central,Consumer,Second Class,Illinois,Binders,4.788
1,Office Supplies,0.0,East,Corporate,Standard Class,New York,Paper,55.48
3,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,340.92
2,Furniture,0.15,West,Consumer,Second Class,California,Bookcases,222.666
4,Technology,0.2,West,Consumer,Second Class,California,Phones,703.968
6,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,92.52
5,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,94.85
6,Technology,0.2,West,Corporate,Standard Class,California,Phones,95.76
3,Furniture,0.0,East,Consumer,Standard Class,New York,Furnishings,40.2
5,Office Supplies,0.0,East,Corporate,Standard Class,New York,Art,14.7
5,Office Supplies,0.0,East,Corporate,Standard Class,New York,Storage,704.25
3,Technology,0.0,West,Consumer,Standard Class,California,Accessories,9.09
2,Office Supplies,0.0,East,Consumer,Standard Class,New York,Art,5.96
2,Technology,0.0,East,Consumer,Standard Class,New York,Accessories,159.98
2,Office Supplies,0.0,West,Home Office,First Class,California,Labels,29.6
5,Furniture,0.15,West,Home Office,First Class,California,Bookcases,514.165
5,Technology,0.2,West,Home Office,First Class,California,Phones,279.96
6,Technology,0.2,Central,Consumer,First Class,Illinois,Phones,2735.952
1,Technology,0.2,Central,Home Office,Second Class,Texas,Phones,7.992
2,Technology,0.2,Central,Home Office,Second Class,Texas,Accessories,63.984
2,Office Supplies,0.2,Central,Home Office,Second Class,Texas,Art,70.368
5,Office Supplies,0.0,East,Consumer,Standard Class,New York,Storage,449.15
3,Office Supplies,0.0,East,Consumer,Standard Class,New York,Envelopes,11.07
2,Technology,0.0,West,Consumer,Standard Class,Washington,Accessories,93.98
3,Furniture,0.4,South,Consumer,Second Class,Tennessee,Tables,189.882
2,Office Supplies,0.0,South,Consumer,Standard Class,Arkansas,Envelopes,105.42
8,Office Supplies,0.2,West,Consumer,Standard Class,California,Binders,119.616
4,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,255.76
2,Furniture,0.2,West,Consumer,Standard Class,California,Chairs,241.568
9,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,69.3
2,Office Supplies,0.7,West,Corporate,Standard Class,Colorado,Binders,22.62
2,Office Supplies,0.7,West,Corporate,Standard Class,Colorado,Binders,14.952
2,Furniture,0.2,West,Corporate,Standard Class,Colorado,Chairs,801.568
3,Office Supplies,0.7,West,Corporate,Standard Class,Colorado,Binders,2.376
1,Office Supplies,0.2,West,Corporate,Standard Class,Colorado,Paper,32.792
5,Office Supplies,0.2,East,Corporate,Second Class,New York,Binders,15.92
1,Office Supplies,0.0,South,Consumer,Standard Class,Georgia,Art,2.74
3,Office Supplies,0.0,South,Consumer,Standard Class,Georgia,Art,8.34
3,Office Supplies,0.0,South,Consumer,Standard Class,Georgia,Storage,46.74
5,Office Supplies,0.0,South,Consumer,Standard Class,Georgia,Binders,6354.95
3,Furniture,0.0,Central,Consumer,First Class,Missouri,Furnishings,126.3
2,Technology,0.0,Central,Consumer,First Class,Missouri,Accessories,38.04
3,Office Supplies,0.2,East,Consumer,First Class,Ohio,Art,7.152
3,Office Supplies,0.0,West,Consumer,Standard Class,California,Art,6.63
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Art,5.88
5,Technology,0.0,West,Home Office,Standard Class,Montana,Copiers,2999.95
3,Office Supplies,0.0,West,Home Office,Standard Class,Montana,Storage,51.45
2,Office Supplies,0.0,West,Home Office,Standard Class,Montana,Paper,11.96
3,Office Supplies,0.0,West,Home Office,Standard Class,Montana,Storage,1126.02
1,Technology,0.2,Central,Consumer,Standard Class,Texas,Accessories,18.392
2,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Storage,129.568
9,Office Supplies,0.8,Central,Consumer,Standard Class,Texas,Binders,14.112
2,Furniture,0.0,Central,Corporate,First Class,Michigan,Tables,210.98
3,Technology,0.2,West,Consumer,First Class,California,Phones,55.176
2,Technology,0.0,West,Consumer,First Class,California,Accessories,66.26
5,Office Supplies,0.0,East,Consumer,Standard Class,Massachusetts,Fasteners,22.2
3,Furniture,0.2,South,Home Office,Standard Class,Florida,Chairs,683.952
3,Furniture,0.2,South,Home Office,Standard Class,Florida,Furnishings,45.696
3,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Storage,36.336
1,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Supplies,666.248
6,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Envelopes,52.512
1,Furniture,0.2,West,Corporate,Second Class,California,Chairs,190.72
3,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,47.94
5,Technology,0.0,South,Consumer,Second Class,Alabama,Phones,979.95
5,Office Supplies,0.0,South,Consumer,Second Class,Alabama,Binders,22.75
2,Office Supplies,0.2,West,Consumer,Standard Class,Arizona,Storage,16.768
7,Office Supplies,0.8,Central,Consumer,Second Class,Illinois,Binders,42.616
4,Office Supplies,0.2,East,Home Office,Standard Class,New York,Binders,10.752
3,Office Supplies,0.0,South,Consumer,Standard Class,Kentucky,Appliances,152.94
4,Furniture,0.0,South,Consumer,Standard Class,Kentucky,Chairs,283.92
6,Technology,0.0,Central,Consumer,First Class,Wisconsin,Accessories,468.9
8,Technology,0.2,West,Corporate,First Class,Arizona,Phones,380.864
9,Office Supplies,0.2,East,Consumer,Standard Class,Ohio,Storage,646.776
2,Technology,0.2,Central,Consumer,Standard Class,Texas,Accessories,58.112
1,Technology,0.2,Central,Consumer,Standard Class,Texas,Phones,100.792
4,Furniture,0.6,Central,Consumer,Standard Class,Texas,Furnishings,66.112
6,Office Supplies,0.2,East,Home Office,First Class,New York,Binders,41.28
2,Office Supplies,0.0,East,Home Office,First Class,New York,Paper,13.36
9,Office Supplies,0.2,Central,Corporate,Second Class,Illinois,Storage,250.272
3,Office Supplies,0.8,Central,Corporate,Second Class,Illinois,Binders,11.364
5,Office Supplies,0.2,Central,Corporate,Second Class,Illinois,Supplies,8.72
2,Furniture,0.2,West,Consumer,Second Class,California,Chairs,1121.568
1,Furniture,0.2,South,Consumer,First Class,Florida,Furnishings,34.504
3,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Fasteners,10.824
2,Office Supplies,0.0,West,Corporate,Second Class,California,Storage,1295.78
4,Office Supplies,0.2,South,Consumer,Second Class,North Carolina,Art,19.456
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Labels,20.7
4,Furniture,0.2,West,Consumer,Standard Class,California,Tables,1335.68
5,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,32.4
3,Furniture,0.0,West,Consumer,Second Class,California,Furnishings,42.6
7,Office Supplies,0.2,West,Consumer,Second Class,California,Binders,84.056
5,Office Supplies,0.2,South,Consumer,Second Class,Florida,Appliances,13.0
3,Furniture,0.2,South,Consumer,Second Class,Florida,Furnishings,13.128
2,Office Supplies,0.0,West,Consumer,First Class,Washington,Fasteners,3.96
1,Office Supplies,0.0,West,Consumer,First Class,Washington,Labels,2.61
3,Technology,0.2,West,Consumer,First Class,California,Phones,374.376
8,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Paper,91.84
7,Office Supplies,0.2,West,Corporate,Standard Class,Washington,Binders,81.088
3,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Paper,19.44
3,Furniture,0.2,West,Corporate,Standard Class,Washington,Chairs,451.152
7,Office Supplies,0.0,East,Consumer,Standard Class,New York,Labels,72.45
4,Office Supplies,0.0,East,Consumer,Standard Class,New York,Fasteners,13.96
7,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,33.264
3,Technology,0.0,East,Consumer,Standard Class,New York,Phones,14.85
3,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Art,8.82
14,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,160.72
4,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,19.92
2,Office Supplies,0.0,West,Consumer,Second Class,California,Supplies,7.3
2,Office Supplies,0.2,Central,Consumer,Standard Class,Illinois,Storage,69.712
4,Office Supplies,0.0,West,Consumer,Standard Class,California,Supplies,51.52
3,Technology,0.2,West,Consumer,Standard Class,Colorado,Phones,470.376
2,Technology,0.2,West,Consumer,Standard Class,Colorado,Phones,105.584
3,Office Supplies,0.2,West,Consumer,Standard Class,Colorado,Appliances,31.152
7,Office Supplies,0.7,West,Consumer,Standard Class,Colorado,Binders,6.783
4,Technology,0.2,West,Consumer,Standard Class,Colorado,Phones,406.368
1,Furniture,0.0,South,Consumer,Standard Class,Kentucky,Chairs,70.98
3,Office Supplies,0.0,South,Consumer,Standard Class,Kentucky,Labels,294.93
2,Technology,0.2,West,Consumer,Standard Class,Oregon,Phones,84.784
4,Office Supplies,0.2,West,Consumer,Standard Class,Oregon,Paper,20.736
3,Office Supplies,0.7,West,Consumer,Standard Class,Oregon,Binders,16.821
2,Office Supplies,0.2,West,Consumer,Standard Class,Oregon,Paper,10.368
2,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Art,9.344
3,Technology,0.2,Central,Consumer,Standard Class,Texas,Accessories,31.2
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Appliances,76.12
3,Technology,0.2,West,Consumer,Standard Class,California,Copiers,1199.976
5,Technology,0.2,West,Consumer,Standard Class,California,Phones,445.96
8,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,327.76
2,Office Supplies,0.2,East,Consumer,First Class,Pennsylvania,Supplies,11.632
3,Technology,0.4,East,Consumer,Standard Class,Pennsylvania,Phones,143.982
4,Technology,0.4,East,Consumer,Standard Class,Pennsylvania,Phones,494.376
2,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Supplies,5.84
1,Office Supplies,0.2,South,Consumer,Standard Class,Florida,Storage,142.776
3,Furniture,0.2,South,Consumer,Standard Class,Florida,Furnishings,45.696
3,Office Supplies,0.7,South,Consumer,Standard Class,Florida,Binders,7.218
4,Office Supplies,0.7,South,Consumer,Standard Class,Florida,Binders,43.188
3,Office Supplies,0.2,South,Consumer,Standard Class,Florida,Paper,131.904
2,Office Supplies,0.7,East,Consumer,Standard Class,Pennsylvania,Binders,3.282
9,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Art,21.168
2,Technology,0.4,East,Consumer,Standard Class,Pennsylvania,Phones,55.188
3,Technology,0.2,Central,Corporate,First Class,Texas,Phones,369.576
4,Office Supplies,0.2,Central,Corporate,First Class,Texas,Labels,15.712
2,Office Supplies,0.2,East,Corporate,Second Class,Pennsylvania,Paper,8.448
9,Technology,0.4,East,Corporate,Second Class,Pennsylvania,Phones,728.946
10,Technology,0.4,East,Consumer,Second Class,Ohio,Phones,119.94
2,Office Supplies,0.7,East,Consumer,Second Class,Ohio,Binders,3.648
2,Furniture,0.0,East,Corporate,Second Class,New York,Furnishings,40.48
